Number of Points: 100
-1, -0.0892386, 0
-0.979798, -0.639571, 0
-0.959596, 0.145116, 0
-0.939394, 0.0101658, 0
-0.919192, -0.0616907, 0
-0.89899, -0.155221, 0
-0.878788, -0.452825, 0
-0.858586, 1, 0
-0.838384, 0.247836, 0
-0.818182, 0.142415, 0
-0.79798, 0.105271, 0
-0.777778, 0.094988, 0
-0.757576, 0.104784, 0
-0.737374, 0.141088, 0
-0.717172, 0.243597, 0
-0.69697, 0.934038, 0
-0.676768, -0.469908, 0
-0.656566, -0.158299, 0
-0.636364, -0.0633754, 0
-0.616162, 0.00831831, 0
-0.59596, 0.139124, 0
-0.575758, -0.712513, 0
-0.555556, -0.0924459, 0
-0.535354, 0.0234613, 0
-0.515152, 0.656732, 0
-0.49495, -0.106247, 0
-0.474747, 0.0464967, 0
-0.454545, -0.48452, 0
-0.434343, -0.0208346, 0
-0.414141, 0.862512, 0
-0.393939, -0.0443466, 0
-0.373737, 0.6413, 0
-0.353535, -0.0303184, 0
-0.333333, -1, 0
-0.313131, 0.0227145, 0
-0.292929, -0.150203, 0
-0.272727, 0.234132, 0
-0.252525, -0.0119733, 0
-0.232323, -0.161465, 0
-0.212121, 0.502182, 0
-0.191919, 0.0456192, 0
-0.171717, -0.0447909, 0
-0.151515, -0.150689, 0
-0.131313, -0.755659, 0
-0.111111, 0.3019, 0
-0.0909091, 0.100506, 0
-0.0707071, 0.0393225, 0
-0.0505051, 0.00694203, 0
-0.030303, -0.0121894, 0
-0.010101, -0.0214769, 0
0.0101009, -0.0214769, 0
0.030303, -0.0121894, 0
0.0505051, 0.00694203, 0
0.0707071, 0.0393225, 0
0.0909091, 0.100506, 0
0.111111, 0.301902, 0
0.131313, -0.755659, 0
0.151515, -0.150689, 0
0.171717, -0.0447909, 0
0.191919, 0.0456192, 0
0.212121, 0.502182, 0
0.232323, -0.161465, 0
0.252525, -0.0119734, 0
0.272727, 0.23413, 0
0.292929, -0.150203, 0
0.313131, 0.0227145, 0
0.333333, -0.999943, 0
0.353535, -0.0303192, 0
0.373737, 0.641284, 0
0.393939, -0.0443466, 0
0.414141, 0.862538, 0
0.434343, -0.0208346, 0
0.454545, -0.484509, 0
0.474747, 0.0464967, 0
0.494949, -0.106249, 0
0.515152, 0.656732, 0
0.535354, 0.0234613, 0
0.555556, -0.0924459, 0
0.575758, -0.712497, 0
0.59596, 0.139122, 0
0.616162, 0.00831687, 0
0.636364, -0.0633754, 0
0.656566, -0.158299, 0
0.676768, -0.469894, 0
0.69697, 0.934163, 0
0.717172, 0.243591, 0
0.737374, 0.141088, 0
0.757576, 0.104785, 0
0.777778, 0.0949916, 0
0.79798, 0.105267, 0
0.818182, 0.142415, 0
0.838384, 0.247836, 0
0.858586, 0.999858, 0
0.878788, -0.452852, 0
0.89899, -0.155221, 0
0.919192, -0.0616907, 0
0.939394, 0.0101677, 0
0.959596, 0.145108, 0
0.979798, -0.639571, 0
1, -0.0892386, 0
